Tam Zamanlı,Elektrik - Elektronik Malzemeleri,Erb Teknoloji ve Bilişim Hizm.San.ve Tic.Ltd.Şti.,Erb Teknoloji ve Bilişim Hizm.San.ve Tic.Ltd.Şti.,Proje Yöneticisi / Yönetmeni,3511386,İstanbul(Avr.)(Bakırköy),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Zayıf Akım Sistemleri  Proje Yöneticisi  arayışımız Bulunmaktadır.• Üniversitelerin tercihen Elektrik- Elektronik -Haberleşme Bilgisayar Mühendisliği bölümlerinden mezun.* İyi derecede İngilizce bilgisine sahip,• Elektronik Güvenlik Sistemleri, Zayıf Akım Projeleri, konusunda en az 5 yıl tecrübeli,• Endüstriyel Tesis projelerinde, CCTV, Topraklama, aydınlatma, paratoner, Kuvvetli akım ve zayıf akım elektrik projelerinin dizayn ve uygulama süreç tecrübesine sahip,• Bilgisayar destekli çizim programlarını  kullanabilen, Office programlarını çok iyi kullanabilen,• Projeleri, bütçesi ve iş planı içinde yürütebilen, hakkediş ve ihzarat dökümanlarını hazırlayabilen,• Yönetim için düzenli analiz ve raporlar hazırlayabilen,• Proje dokümantasyonlarını hazırlayabilecek,• Sahada teknik uygulama süreçlerine hâkim,• Proje tecrübesine sahip,• Askerlik görevini tamamlamış (Erkek adaylar için),• Seyahat engeli bulunmayan,• Esnek çalışma saatlerine uygun,• B sınıfı Ehliyeti olan ve aktif araç kullanan,Takım Arkadaşları Aramaktayız..","
                10 gün önce
                 yayınlandı
               "
Tam Zamanlı,Yazılım,Arneca Danışmanlık ve Ticaret Ltd. Şti.,Arneca Danışmanlık ve Ticaret Ltd. Şti.,Proje Yöneticisi / Yönetmeni,3634873,"İstanbul(Avr.), İstanbul(Asya)",active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Gebze lokasyonunda faaliyet gösteren müşterimiz için hibrit modelde çalışabilecek Proje Yöneticisi arıyoruz.Üniversite mezunu (tercihen Bilgisayar Mühendisliği, Yazılım Mühendisliği veya ilgili alanda)3+ yıl proje yöneticisi benzeri pozisyonlarda deneyimli Yazılım projelerinde görev almış Jira, TFS, MS Project araçları kullanmayı bilen Süreç Analizi ve dokümantasyon konularında deneyimli Raporlama, veri analizi yeteneklerine sahip Tercihen SQL kullanımda deneyimli Agile metodolojilerinde deneyimli Analitik düşünme ve problem çözme yetenekleri olan İletişim becerileri yüksek Takım çalışmasına yatkın İş bitirici, etkin iş takibi yapabilen İstanbul’da ikamet eden ","
                10 gün önce
                 yayınlandı
               "
Tam Zamanlı,undefined,ÜNVEREN HAVA SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ÜNVEREN HAVA SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Proje Yöneticisi / Yönetmeni,3633736,Adana(Yüreğir),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Endüstri Mühendisliği eğitimi almış, 5+ yıl tecrübeli, iş süreçleri yönetimi ve optimizasyonu konusunda (tercihen imalatta) deneyimli. İK süreçleri ve işletme kültürü alanlarında deneyim olması avantajlı. İngilizce bilen.Proje Detayları ve İş Tanımı: Henüz taslak aşamasında olan ""Yeniden Yapılanma"" projesi kapsamında;- Şirketin mevcut iş süreçlerinin ve akışın incelenmesi, SWOT analizlerinin tamamlanması,- Proje hedef ve Temel Performans Göstergelerinin netleştirilmesi,- Taslak proje dökümanının revize ve finalize edilmesi,- Proje zaman çizelgesinin ve bütçesinin oluşturulması,- Projenin yürütülmesi noktasında doğrudan Proje Başkanı ile çalışılması","
                11 gün önce
                 yayınlandı
               "
Tam Zamanlı,"Elektrik & Elektronik, İnsan Kaynakları Danışmanlığı",AVD TEKNOLOJİ DANIŞMANLIK SAN. ve TİC. A.Ş,AVD TEKNOLOJİ DANIŞMANLIK SAN. ve TİC. A.Ş,Proje Yöneticisi / Yönetmeni,3630515,İstanbul(Asya)(Kadıköy),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Avrupa menşeili bir firmanın Türkiye organizasyonunda istihdam edilmek üzere ""Mekanik Proje Yöneticisi"" arıyoruz.- Üniversitelerin Makine Mühendisliği bölümlerinden mezun,- İyi seviyede İngilizce bilen,- En az 5 yıl mekanik proje yönetim tecrübesi olan,- Yurtiçi & Yurtdışı seyahat engeli olmayan,- Aktif araç kullanabilen,Tercihen;- ASME Standartlarına hakim,- Kaynak teknolojilerine hakim,- Basınçlı kaplar konusuna hakim,- Yurtdışında proje yönetmiş,","
                11 gün önce
                 yayınlandı
               "
Tam Zamanlı,Bilişim,Pratik Aday Servisi,Pratik Aday Servisi,Proje Yöneticisi / Yönetmeni,3632787,İstanbul(Asya)(Ataşehir),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Üniversitelerin Mimarlık, İç Mimarlık bölümlerinden mezun,Benzer pozisyonda deneyime sahip,İyi düzeyde ofis programlarını kullanan, tercihen AutoCAD bilen,Uçtan uca proje süreçlerini yürütebilecek,Organizasyon becerisi olan, iletişimi güçlü, adaylar.","
                12 gün önce
                 yayınlandı
               "
Tam Zamanlı,"Bilişim, İnternet, Yazılım, Otomasyon, Bilişim Danışmanlığı",D1 BİLGİSAYAR YAZILIM YÖNETİM VE DANIŞMANLIK HİZME,D1 BİLGİSAYAR YAZILIM YÖNETİM VE DANIŞMANLIK HİZME,Proje Yöneticisi / Yönetmeni,3632453,İstanbul(Asya),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Genel Nitelikler Üniversitelerin Bilgisayar, Elektrik-Elektronik, Endüstri, Matematik Mühendisliği veya ilgili bölümlerinden mezunProje Yönetimi metodolojilerine hâkim (PMI, Scrum vb.)Bilgi Teknolojilerinde Proje Yönetimi konusunda en az 5 yıl deneyimliYazılım Geliştirme Hayat Döngüsü (SDLC) süreçlerine hâkimYazılım Geliştirme projelerinde görev almışProje Yönetimi eğitimi almış, PMP sertifikasına sahipMS Project, PPM, Jira vb. Proje Yönetim araçlarını etkin kullanabilenMS Office (Excel, PowerPoint, Word, Visio vb.) programlarını etkin kullanabilenYönetim ve iletişim becerileri yüksekEkip çalışmasına yatkın ve sonuç odaklı çalışabilenErkek adaylar için askerlik görevini tamamlamışHibrit modelde çalışabilecekİş TanımıAtandığı projelerin Proje Yönetim Metodolojisine uygun şekilde yönetilmesiProje takibi ve koordinasyonun sağlanması, ilgili raporlamaların yapılmasıProje yaşam döngüsü içerisindeki tüm aşamaların takip edilmesi, tespit edilen sorunların giderilmesine yönelik aksiyonların alınması ve raporlanmasıProje Yönetim Prosedürüne uygun dokümantasyonun yapılmasıProjelerde kapsam, takvim, insan kaynağı ve bütçe yönetiminin yapılmasıYazılım Geliştirme Hayat Döngüsü (SDLC) standartlarına uyumun sağlanması","
                12 gün önce
                 yayınlandı
               "
Tam Zamanlı,undefined,JOHNSON CONTROLS,JOHNSON CONTROLS,Proje Yöneticisi / Yönetmeni,3598423,İstanbul(Avr.)(Bakırköy),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Johnson Controls, Marmara Forum Avm projemizde görevlendirilmek üzere Mekanik-elektrik-inşai konularda deneyimli, müşteri ve çözüm odaklı çalışacak Proje Yöneticisi arıyoruz.• Üniversitelerin Elektrik Mühendisliği veya Makine Mühendisliği bölümlerinden mezun,• En az 5 yıl AVM İşletmeciliği tecrübesi olan,• İngilizce bilgisi iyi olan,• Çözüm odaklı, iş takibi kuvvetli,• Problem analizi, müzakere ve bağımsız problem çözme faaliyetlerinde başarılı,• Müşteri odaklı bakış açısına sahip, takım çalışmasına yatkın ve iletişimi kuvvetli, • Ekip yaratma & yönetme yetkinliğine sahip,• Yurt içi / dışı seyahat engeli bulunmayan,• Erkek adaylar için askerlik hizmetini tamamlamış olması koşulları aranmaktadır.İŞ TANIMI• Johnson Controls prosedürleri gereği dürüstlük ve iş güvenliği ilkelerine uymak ve uydurmak,• Kendisine bağlı çalışanların performans değerlendirmesini yapmak, eğitim ve gelişim ihtiyaçlarını belirlemek, bölüm içi eğitimleri planlamak ve uygulamak, uygulanmasını sağlamak,• Bakım planlarının düzgün takip edilmesini sağlayıp bakımların zamanında yapılmasını sağlamak,• Vardiya planlarının düzgün hazırlanmasını sağlayarak iş gücünün verimli kullanılmasını sağlamak,• Enerji verimliliğini sağlayacak katkılarda bulunmak,• Fit out ve capex işlerinin düzgün takip edilmesini sağlamak,• Aylık raporlar, düzenleyici önleyici faaliyet, kök sebep analizleri yaparak müşteriye sunmak• Personellerin İSG konusunda bilinçlenmesine katkıda bulunup İSG uzmanlarına yardımcı olmak,• İşlerin takibini yaparak SLA sürelerine uyumu gözleyerek doğru analizler yaparak verimli raporlar oluşturmak,• Satınalma işlerinin takibini yaparak, ürünlerin müşterimize teslim edilmesinde oluşabilecek aksaklıklara engel olmak,• Artan müşteri beklentisinin ötesinde hizmet vererek müşteri memnuniyetinin devamlılığını sağlamak,• Kanuni uyumluluklar kapsamında takip edilmesi gereken konuları takip ederek gerekli bilgilendirme ve işlemleri yapıp yaptırabilmek,• İş ortakları ile iyi ilişkiler geliştirerek tesise katkıda bulunmak.","
                12 gün önce
                 güncellendi
               "
Tam Zamanlı,Bilişim,DGPAYS BİLİŞİM HİZMETLERİ A.Ş,DGPAYS BİLİŞİM HİZMETLERİ A.Ş,Proje Yöneticisi / Yönetmeni,3533163,İstanbul(Avr.)(Sarıyer),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Dgpays, Turkey's leading financial technology company, not only offers the most creative technologies, business models and operational service support in the field of payment system, but also makes technology easily accessible to its users by creating and managing the most efficient service chain. Especially preferred by banks, e-money companies, mobile network operators, insurance companies and logistics companies; Dgpays has 55 million debit/prepaid card, ATM, POS and Android POS solutions. Since it was founded in 2017; Dgpays is committed to offer new generation payment technologies such as, digital platforms, electronic wallets, payment gateways, infrastructures, technologies, mobile payments, NFC, QR and POS payment system that accepts payment for the requirements of new generation technologies and solutions.Dgpays provides support to its users with nearly 500 employees, a versatile service environment by providing not only the technological part of digital solutions in the Information Technology world, but also operational support in consulting service with its digital solutions.  Job Description: Dgpays is searching for a highly qualified project manager. The ideal candidate will have strong skills in developing and overseeing work plans. The project manager will also prepare and present updates on project progress regularly to relevant management channels, ensuring that our goal of innovation is achieved. RequirementsGraduated from MIS, Computer or Industrial engineering, Minimum 5 years’ experience in project management preferably in complex software/solution development projects,Preferably holding project management certificates: PMP, PSM etc.,Proficiency in project management processes, Experienced in scope, budget, resource, schedule and contract management,Strong understanding of Agile principles and hands on experience,Possessing knowledge and experience on POS products is an advantage,Possessing knowledge and experience on project management tools (MS Project, Jira etc.),Open to innovations and development, result-oriented, analytical and problem-solving skills,Fluency in English is a must (Advanced English or Bilingual),Ability to use MS Office Programs efficiently,  ResponsibilitiesBuild and develop the project team to ensure maximum performance, by providing purpose, direction, and motivation,Lead projects from requirements definition through deployment, identifying schedules, scopes, budget estimations, and implementation plans, including risk mitigation,Coordinate internal and external parties to ensure that projects adhere to scope, schedule, and budget,Analyze project status and, when necessary, revise the scope, schedule, or budget to ensure that project requirements can be met,Establish and maintain relationships with relevant client stakeholders, providing day-to-day contact on project status and changes,Establish and maintain processes for managing scope during the project lifecycle, setting quality and performance metrics and close follow ups, assessing risks,To ensure that the budget, schedule and scope of the projects are properly planned and realized,Undertaking responsibilities on quality management, cost management, contract management and customer management,To prepare comprehensive project progress reports, Continuously come up with proposals to improve project management processes and execute on those improvements after getting necessary approvals,Contribute to masterplan development, prioritization activities on both project and product level,Contribute to portfolio reporting structure and its improvements,","
                12 gün önce
                 yayınlandı
               "
Tam Zamanlı,"Bilişim, Hizmet, Mühendislik Hizmetleri, Danışmanlık, Bilişim Danışmanlığı",Amaris Engineering & High Technologies,Amaris Engineering & High Technologies,Proje Yöneticisi / Yönetmeni,3624584,Bursa,active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI GENEL NİTELİKLER VE İŞ TANIMIÜniversitelerin Makine, Endüstri, Mekatronik, Otomotiv ya da Uçak Mühendisliği veya ilgili bölümlerinden mezunProje yönetim süreçlerinde tecrübeliİyi derecede İngilizce bilenTasarım, üretim, kalite, dökümantasyon, homologasyon süreçleri hakkında temel bilgileri olanRaporlama becerisi yüksekProje yönetim süreçlerinde minimum 2 yıl tecrübeliİŞ TANIMIİhale Projelerinde mühendislik proje takviminin, Yeni Ürün Projelerinde tüm takvimin oluşturulması, iş paketlerinin ve bu iş paketlerine ilişkin aktivitelerin belirlenmesi, proje paydaşlarını koordine etmek, sonuçları gözden geçirmek ve gerektiğinde tedbir alınmasını sağlamakProje takviminde mevcut verileri kullanarak proje bütçesinin ve nakit akış planının oluşturulması faaliyetlerinde ekibi koordine etmek, sonuçları gözden geçirmek ve gerektiğinde tedbir alınmasını sağlamakSorumlu olduğu projelerde kaynak planlamasını ve proje organizasyon şemasını oluşturmakMüşteri isteği değişikliklerinin proje planınına entegre edilmesi ve yönetilmesini sağlamakProje Risk analizini gerçekleştirmek ve raporlamak, risklerin yönetilmesini sağlamakProje kapanış sürecinin gerçekleşmesini sağlamakMühendislik departmanı sorumluluğu kapsamında ilgili toplantılarda mühendislik departmanını temsil etmek. Gerektiğinde tasarım ekibinden ilgililerin bu toplantılara katılımını sağlamakSorumlusu olduğu araçlardaki maliyet indirimi fırsatlarını takip etmek ve hedeflenen sürelerde gerçekleştirilmesini sağlamakİhale şartnamesi ön değerlendirmesini gerçekleştirmek ve raporlamakÜrün yapısı ve ürün opsiyonlarının yönetilmesini sağlamak","
                16 gün önce
                 güncellendi
               "
Tam Zamanlı,Perakende,Teknosa İç ve Dış Ticaret A.Ş.,Teknosa İç ve Dış Ticaret A.Ş.,Proje Yöneticisi / Yönetmeni,3601593,Adana,active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI TEKNOSA SENİNLE GÜZEL!Teknosa’da teknolojiyle mutluluğu buluşturuyoruz. Sabancı Holding bünyesinde kurulduğumuz 2000 yılından bu yana “Herkes için Teknoloji” diyor, her an her yerde teknolojiye erişimi kolaylaştırıp keyifli bir alışveriş deneyimi sunmayı amaçlıyoruz.Teknosa’da başarılı olmamızın anahtarı işbirlikçi yaklaşımımız olup en büyük motivasyonumuz da paydaşlarımızın bize duyduğu güvendir. Halden anlayarak çözüme ulaşır, geleceğe yön vermek için inisiyatif alarak harekete geçeriz. Güçlü ilişkiler geliştirmemizin sırrının samimi yaklaşımımızda saklı olduğuna ve mutlu insanların mutlu anlar yarattığına inanıyoruz.İklimsa olarak da Teknosa çatısı altında, 1985’ten bu yana iklimlendirme sektörünün öncüsü olarak çalışıyoruz.Büyüyüp gelişerek, Türkiye’nin dört bir yanında 500’den fazla satış-servis ağı ve 5 bölge müdürlüğüyle hizmet veriyor, hep daha iyiyi hedefliyoruz. Sektörümüzde bir ilke imza atarak, dünyaya ve hayata değer katacak Güneş Enerjisi Sistemleri (GES) alanında da çalışmalarımızı sürdürüyoruz.Geleceğin İklimsa’sında seni de aramızda görmek istiyoruz!Bu Görev İçin Beklediklerimiz:Üniversitelerin tercihen Elektrik, Elektrik-Elektronik Mühendisliği bölümlerinden mezun,Güneş Enerji Santrali (GES) projeleri alanında en az 2 yıl deneyimli,Santral kurulumunda kullanılacak malzeme bilgisine sahip,GES Projelerinin çağrı mektubu, proje onayı, gerekli resmi izin süreçleri, saha montaj devreye alma ve kabul süreçlerine hakim ve bu süreçleri koordine edebilecek,Projelerdeki saha ekip yönetimini ve koordinasyonunu sağlayabilecek,Yüklenici sözleşmeleri ve hak ediş süreçlerini koordine edebilecek,Proje teknik saha keşiflerini yapabilecek, Enerjisi yüksek, iletişim yeteneği güçlü, Seyahat engeli bulunmayan, Aktif olarak araç kullanabilen, Tercihen iyi derece İngilizce bilen, Autocad ve MS Office programlarını kullanabilecek, Adana’da ikamet eden. İlgini Çekebileceğini Düşündüğümüz Uygulamalarımız: Hibrit çalışma modeli  1 ay uzaktan çalışma imkânı Ergonomi & İnternet desteği Multisport desteği Studio Canlı online eğitim uygulaması üyeliği TeknoYaşam aktiviteleri Teknosa Gönüllüleri -  Sosyal sorumluluk projeleri İlanımıza göstermiş olduğun ilgi için teşekkürler! Teknosa hakkında daha fazla bilgiye sahip olmak için kurumsal sayfamızı ve sosyal medya hesaplarımızı takip edebilirsin.","
                16 gün önce
                 güncellendi
               "
Tam Zamanlı,"Enerji, Enerji Üretim ve Dağıtım, Yenilenebilir Enerji",TG ENERJİ İNŞ.SAN. VE TİC.LTD.ŞTİ,TG ENERJİ İNŞ.SAN. VE TİC.LTD.ŞTİ,Proje Yöneticisi / Yönetmeni,3626309,Ankara(Çankaya),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Üniversitelerin ELEKTRİK / ELEKTRİK -ELEKTRONİK MÜHENDİSLİĞİ bölümünden mezun,Güneş enerji Santrali projeleri hakkında bilgi ve tecrübe sahibiAnalitik düşünce yapısına sahip ve gelişmeye açık,Takım çalışmasına uygun, inisiyatif alabilen, iletişim yeteneği güçlü, hedef odaklı,Güneş Enerji Santrali Proje ve Saha yönetim konularında deneyimli,İyi Seviyede İngilizce bilen,Yurtiçi  Seyahat engeli olmayan,Aktif araç kullanabilen,En az 3 yıl Güneş Enerjisi sektöründe çalışmış Kriz yönetiminde etkin.","
                18 gün önce
                 yayınlandı
               "
Tam Zamanlı,Bilişim Teknoloji Hizmetleri,DNS İNOVASYON SİSTEMLERİ VE TEKNOLOJİ ANONİM ŞİRKETİ,DNS İNOVASYON SİSTEMLERİ VE TEKNOLOJİ ANONİM ŞİRKETİ,Proje Yöneticisi / Yönetmeni,3625884,İstanbul(Avr.),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Teknoloji ve sosyal sorumluluk odaklı ürün ve projelerimizle, dijital dünyanın hızını, geleceğin güvenlik çözümlerine dönüştürüyoruz. Çağımızın en önemli sorunu olan zaman verimliliğini de arttırıyor ve insan hayatını kolaylaştırıyoruz.Her biri alanında uzman çalışanlarımız ve global çözüm ortaklarımızla, sektörünün saygın bir çözüm sağlayıcısı olma misyonunu; dünden aldığı özgüven ve bugünün sağladığı motivasyonla, yarının dijital dünyasına taşıyan grup şirketiyiz.Bu ilham veren yolculukta bizimle birlikte yürüyecek “Proje Yöneticisi” aramaktayız. Bu roldeki takım arkadaşımız;Proje takviminin takibini yapar ve projeyi temsil eder, Proje şartnamesi gereği dokümantasyonların hazırlanmasını ve takibini sağlar,İlgili kamu kurumları ile ilişkilerin yürütülmesini sağlar,Projelerin belirlenen zamanda, belirlenen kalitede ve belirtilen maliyetlerde tamamlanması adına gerekli çalışmaları yürütür,Aylık ve haftalık proje detaylarının raporlar, Saha ziyaretlerini yapar, Ürün ve proje geliştirme çalışmalarını yapar ve strateji geliştirir,Genel Nitelikler;Süreç takibi ve yeni süreçlerin oluşturulması konusunda yetkinsen,Planlama ve koordinasyon konusunda başarılı, inisiyatif ve karar alabilen, sonuç odaklıysan,İletişim kurma, öncelik belirleme, zaman yönetimi, etkin problem çözme, analitik düşünme yetkinliklerine sahipsen,Jira, MS project vb toolları kullanabiliyorsan, Çok iyi yazılı iletişim ve sunum becerisine sahipsen, Çoklu proje yönetimi ve planlama becerilerine sahipsen, çözüm önerisi sunabiliyorsan,İleri seviyede İngilizce biliyorsan, Aktif araç kullanabiliyorsan, Takım çalışmasına yatkınsan, Seyahat engelin bulunmuyorsa, Erkek adaylar için askerlik hizmetini tamamlamışsan, Seni de aramızda görmekten memnuniyet duyarız.  ","
                18 gün önce
                 yayınlandı
               "
Tam Zamanlı,Holding / Şirketler Grubu,ÇOKYAŞAR HOLDİNG ANONİM ŞİRKETİ,ÇOKYAŞAR HOLDİNG ANONİM ŞİRKETİ,Proje Yöneticisi / Yönetmeni,3625856,İstanbul(Avr.)(Zeytinburnu),active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Türkiye'nin 500 büyük sanayi kuruluşlarından biri olan Çokyaşar Holding Genel Müdürlük İstanbul Zeytinburnu merkez ofisimizde Bilgi Teknolojileri ve Dijital Dönüşüm Departmanında görevlendirilmek üzere aşağıdaki özelliklere sahip ""SAP Finansal Modüller Yönetmeni"" arayışımız vardırARANILAN KRİTERLER;Üniversitelerin Bilgisayar, Mühendislik, Temel Bilimler, İktisadi İdari Bilimler, Enformatik, İşletme veya Yönetim Bilişim Sistemleri gibi bölümlerden mezun,SAP finansal modüllerinde en az 3 yıl deneyimli ve en az iki kurulum projesinde görev almış (full cycle),SAP temel finansal modülleri (FI, CO, TRM) ile ilgili uygulama ve uyarlama ve bilgisine sahip,SAP Elektronik Çözümlerine hakim (E-Fatura, Arşiv, Defter, Mutabakat, Hesap Özeti vb.),Tercihen üretim sektöründe proje tecrübesine sahip olması,Temel seviyede ABAP bilen, hata ayıklama - debug yapabilen,Müşteri odaklı hizmet anlayışını benimsemiş,Uzak ekiplerle çalışma deneyimi olan,Analitik düşünme ve problem çözme konusunda yetenekli; sonuç ve çözüm odaklı,Planlama ve organize etme yetkinliğine sahip,SAP'nin proje uygulama metodolojisine hakim,Seyahat engeli olmayan,Tercihen B Sınıfı sürücü lisansına sahip.İŞ TANIMI;Sorumlu olduğu projeleri belirlenen kapsama uygun olarak planlamak; gerekli zaman, kaynak, bütçe ve kalite çalışmaları yaparak gerçekleştirmek,SAP'nin Finansal Modülleriyle ilgili iş birimlerinden gelen sistem geliştirme/uyarlama taleplerinin mevcut sisteme uygunluğunu incelemek, çözüm alternatifleri yaratmak,SAP Finansal Modüllere ilişkin tüm dış kaynakları takip etmek, öncelikleri belirlemek, yapılan çalışmaları kontrol etmek ve birim testlerini takip etmek,İş süreçlerini analiz etmek, geliştirmek, doğrulamak ve görselleştirmek,Mevcut süreçlerle ilgili son kullanıcılara destek vermek,Şirketlerden gelen vaka, talep ve projelerin analizlerini yapmak, duruma, şirkete, sektöre göre farklı ya da standart çözümler geliştirmek,Yeni süreçler devreye alındığında son kullanıcı eğitim dokümanlarının hazırlanmasını sağlamak, kullanıcı eğitimleri vermek,  süreç dokümantasyonunu yapmak.","
                18 gün önce
                 yayınlandı
               "
Tam Zamanlı,Telekomünikasyon,Kuzey Kıbrıs Turkcell,Kuzey Kıbrıs Turkcell,Proje Yöneticisi / Yönetmeni,3583246,"Kuzey Kıbrıs T.C, Lefkoşa",active,Detail-Aday,"GENEL NİTELİKLER VE İŞ TANIMI Genel Nitelikler:Tercihen üniversitelerin Endüstri, Elektrik-Elektronik, Haberleşme, Bilgisayar, Matematik Mühendisliği veya MIS bölümlerinden mezun,Analitik düşünme yeteneğine sahip, problem çözme konusunda yetenekli, yaratıcı, sonuç ve çözüm odaklı, pozitif bakış açısı olan ve bunu her durumda koruyan,İşiyle ilgili vizyon sahibi ve büyük resmi görerek işini konumlandırabilen ve yönettiği proje ekibini buna paralel yönlendirebilen,Planlama, bilgilendirme, sunum ve raporlama becerisi yüksek, bu alanlarda veriye dayalı çalışan,Etkin zaman yönetimi ile yoğun çalışma temposuna planlı şekilde ayak uydurabilen,İyi derecede İngilizce bilgisi olan, Tercihen PMP ve/veya Prince2 sertifikasyonlarına sahip olan,Tercihen Telekom, Sistem Entegrasyon, Bilişim Altyapıları projelerinde çalışmış,Takım çalışmasını bilen, uygulayan, takıma liderlik edebilen, ekip motivasyonunu yönlendirebilen,Farklı proje paydaşlarını, ihtiyaçlarını ve gündemlerini anlamakta başarılı, empati kurabilen,Yazılı ve sözlü hitabet ve temsil yeteneği yüksek, akıcı bir konuşma yeteneği olan,Sürekli öğrenme hevesinde olan, yeniliklere açık.Rol ve Sorumluluk:Müşteri ile ilgili projelerde Proje Yöneticisi olarak görev alır, proje bazında ve proje süresince müşteri ve tüm proje paydaşları ile iletişimi yürütür,Proje ekibini oluşturur, proje planını hazırlar, projenin statüsünü takip ve kontrol eder, projeyi ve ekibi yönetir, projeyi raporlar,Proje Yönetim metodolojilerine uygun olarak, projelerin belirlenmiş kapsam ve hedeflere uygun ve bütçe kontrolü dahilinde tamamlanmasını sağlar,Proje yönetim süreçlerini (kick off toplantısı, sponsor iletişimi, periyodik statü raporları yayınlanması ve projenin diğer kilometre taşı noktalarındaki gerekli toplantı ve iletişimin yapılması, paydaş yönetimi, risk yönetimi) uygular, uygulanmasında proje ekibi ve proje paydaşlarına liderlik eder, destek olur,Proje kapsamında paydaş ve tedarikçilerin yönetiminden sorumludur,Proje dokümantasyonunun sürece uygun şekilde ilgili ekip üyelerince yaratılmasını ve saklanmasını sağlar,Proje planını ve iş sürekliliğini kesintiye uğratabilecek olayların farkında olarak kontrol altında tutar, etkisini azaltmaya yönelik önlemler alır; alternatif planlar hazırlar ve uygular, kritik dokümanları güncel tutar ve ulaşılabilirliğini sağlar, Proje sürecinin kilometre taşlarını kontrol eder ve aksamaların yaşanmaması için ekipler arasındaki gerekli koordinasyonu sağlar,Projelerin risk ve kriz durumunda üst yönetime yapılan bilgilendirme ve eskalasyonlarını planlar ve çözüm alternatifleri ile karar alınmasını sağlar.","
                19 gün önce
                 yayınlandı
               "
Full-Time,undefined,Amazon Turkey Perakende Hizmet,Amazon Turkey Perakende Hizmet,İnsan Kaynakları Yöneticisi / Yönetmeni,3626285,İstanbul(Asya)(Tuzla),active,Detail-Aday,"QUALIFICATIONS AND JOB DESCRIPTION HR Business Partner (Onsite) DESCRIPTIONAmazon strives to consistently delight customers by efficiently delivering products all over the world. Our teams possess a wide range of skills and expertise, from business analysis and inventory management to engineering. Amazon is growing at a pace that requires the best and brightest talent to be brought in to our company to enable us continue to make history.We are seeking a HR Business Partner to join our team in Tuzla. These are positive, self-motivated candidates with just the right combination of leadership skills and professional business insight.The HR Business Partner works as an integral part of the HR and wider site team.Key job responsibilitiesOwn and deliver projects and drive progress towards business goals.Engage and coordinate with key stakeholders on data collection and policy implementation.Resolve high-level employee issues, including grievances, appeals and complex disciplinary issues.Coach and develop HR colleagues and stakeholders across the business.Where relevant, co-ordinate with work councils and unions to drive positive employee relations.Analyse internal dashboards to create reports on key metrics for leadership at your site.Work closely with management and employees to improve work relationships, build morale, and increase productivity and retention.Provide HR policy and local employment law guidance and interpretation.A day in the lifeHR Business Partners get involved in a wide range of different projects and work with a mix of diverse stakeholders, all with one goal: to make Amazon a great place to work. You’ll be based in an Amazon fulfilment centre, delivery station or sortation centre and will frequently use data to inform key decisions.From one day to the next, you could be taking the lead on a range of different projects or supporting senior stakeholders with developing strategies and carrying out regular talent reviews. You’ll be taking a fresh look at our working culture and thinking of new ways to optimise them.You’ll also be supporting new colleagues to develop and learn new skills, so as well as shaping our working culture, you’ll be helping our colleagues grow. There will be plenty of opportunities for you toprogress and shape your career at Amazon.We are open to hiring candidates to work out of one of the following locations:Istanbul, TUR | Tuzla, TUR BASIC QUALIFICATIONSRelevant experience in an HR role operating in an international, fast-paced and customer-driven environment.Have strong proficiency in Turkish & English languages, both written and oral.Relevant experience in using data or anecdotal evidence to influence business decisions.Have a proven hands-on attitude, be flexible and adaptable.Experience in Employee Relation cases.Ability to comprehend, interpret, and apply the appropriate sections of applicable laws, guidelines, regulations, ordinances, and policies.Excellent time management skills with a proven ability to meet deadlines.Strong analytical and problem-solving skills.Supervisory responsibilities (This position has no direct supervisory responsibilities but does serve as a coach and mentor for other positions in the department.)Proficient with Microsoft Office Suite or related software. PREFERRED QUALIFICATIONSUniversity Degree (Superior education in HR would be a plus).SHRM Certified Professional.Certified Project or Process Manager (such as PMP, Agile Project Management). ","
                3 gün önce
                 güncellendi
               "
